tissue,table,gene,hist,hist_max
vagina,raw,ENSG00000236665.1,/EHSGCKKFDGBFDACBBBBDAAABAACAAAAAAAAAAAB,69
vagina,raw,ENSG00000236605.1,/AAAAAAAAABAAABABAAAAAAAAAAAAAAAAAAAAAAA,153
vagina,raw,ENSG00000236664.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000236634.1,/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,169
vagina,raw,ENSG00000236627.1,/AAAABBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,152
vagina,raw,ENSG00000236638.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000236643.2,/LNWRhLNUaWPJJHLLEHJHJJAECAACACCAAAAAAAC,29
vagina,raw,ENSG00000236606.1,/AAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,161
vagina,raw,ENSG00000236662.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000236641.2,/NUUXkbhReRbNRRNbRHUNNRKHDDRDDDAADADADAH,19
vagina,raw,ENSG00000236615.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
vagina,raw,ENSG00000236647.1,AAAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAA,170
uterus,excluded_at_or_below_-1,ENSG00000236601.3,QQ/33QIQQQAIQIAAAAAAAAAAAAAAAAAAAAAAAAAI,8
uterus,excluded_at_or_below_-1,ENSG00000236674.1,gAAAAAAAgAAAggggggggAAAAAgAAAAAAAAAAAAA/,2
uterus,excluded_at_or_below_-1,ENSG00000236676.1,VAqAqVAqVV/qAA/V/VAVAAVAAVAAAAAAVAAAAAAq,3
uterus,excluded_at_or_below_-1,ENSG00000236656.2,/AAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000236665.1,c/SYgcKOHOOHEKAKHHHEAAOHEEAAEAEAAAAAAAAE,18
uterus,excluded_at_or_below_-1,ENSG00000236605.1,/AAAAgAAAgA/AAAgAAAAAAAAAAAAgAA/AAAAAAAg,2
uterus,excluded_at_or_below_-1,ENSG00000236627.1,Nm/NmZZZZGGATANAGAAGAAANGGAAGAAAAAAAAAAG,10
uterus,excluded_at_or_below_-1,ENSG00000236643.2,ME/zYgQjcYMQMQUEMMEEYMAAEEAAAAEAIAAEAEAI,16
uterus,excluded_at_or_below_-1,ENSG00000236606.1,/AAA//AAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAA/,1
uterus,excluded_at_or_below_-1,ENSG00000236641.2,/jpvZZmNJJGQADADAAAAAAAAAAAAAAAAAAAAAAAD,20
vagina,excluded_at_or_below_-1,ENSG00000236601.3,xjc/VqHVAHAAAHHHAAAHAAAAAHAAAAHAAAAAHAAH,9
vagina,excluded_at_or_below_-1,ENSG00000236674.1,NmNANZAZmNZ/NZAAANANAAANZNNAAAAAAAAAAANN,5
vagina,excluded_at_or_below_-1,ENSG00000236676.1,gqq/qqQFKAQQKFFFAAAFAAAFAAAAAAAAAAAAAAAF,12
vagina,excluded_at_or_below_-1,ENSG00000236665.1,eh/DbhXNRUDUHAHDDDDKAAAADAAHAAAAAAAAAAAD,19
vagina,excluded_at_or_below_-1,ENSG00000236605.1,qAVVVVVV/AVAAAAAVVAVAAAVAAAAAAAAAAAAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000236634.1,AAAAAAAAAAAAAAAAAAA/AAAAAAAAAAAAAAAAAAAA,1
vagina,excluded_at_or_below_-1,ENSG00000236627.1,///VVVVAAVAVVAAAAAAAAAAAAAAAAAAAAAVAAAAV,3
vagina,excluded_at_or_below_-1,ENSG00000236643.2,Y1d/wYnnw6YPTPdTFYPTPTFAPAAFAFFAAAAAAAAF,13
vagina,excluded_at_or_below_-1,ENSG00000236606.1,/gAgAgAAAAAAggAAAAAAAAgAAAAAAAAAAAAAAAAg,2
vagina,excluded_at_or_below_-1,ENSG00000236641.2,iddo/u5XuooXXidioLXiLXRXGLLRGGGAAGAGAGAL,11
