gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000273731.1,ENSG00000273731,,,,,,,,,,,,,,,,,0,False
ENSG00000230025.1,ENSG00000230025,,,,,,,,,,,,,,,,,0,False
ENSG00000231988.1,OFD1P3Y,,,,,,,,,,,,,,,,,0,False
ENSG00000232235.1,CDY3P,,,,,,,,,,,,,,,,,0,False
ENSG00000224408.1,USP9YP22,,,,,,,,,,,,,,,,,0,False
ENSG00000238154.1,USP9YP4,,,,,,,,,,,,,,,,,0,False
ENSG00000232924.1,ELOCP4,,,,,,,,,,,,,,,,,0,False
ENSG00000299745.1,ENSG00000299745,,,,,,,,,,,,,,,,,0,False
ENSG00000299768.1,ENSG00000299768,,,,,,,,,,,,,,,,,0,False
ENSG00000197038.6,RBMY1A3P,,,,,,,,,,,,,,,,,0,False
ENSG00000275310.1,ENSG00000275310,,,,,,,,,,,,,,,,,0,False
ENSG00000232808.1,TTTY20,,,,,,,,,,,,,,,,,0,False
ENSG00000233803.9,TSPY4,,,,,,,,,,,,,,,,,0,False
ENSG00000293362.1,FAM197Y8,,,,,,,,,,,,,,,,,0,False
ENSG00000225560.7,FAM197Y8,,,,,,,,,,,,,,,,,0,False
ENSG00000229549.9,TSPY8,,,,,,,,,,,,,,,,,1,False
ENSG00000228383.7,FAM197Y7,,,,,,,,,,,,,,,,,0,False
ENSG00000286120.1,ENSG00000286120,,,,,,,,,,,,,,,,,0,False
ENSG00000301844.1,ENSG00000301844,,,,,,,,,,,,,,,,,0,False
ENSG00000237802.7,FAM197Y6,,,,,,,,,,,,,,,,,0,False
ENSG00000286173.1,ENSG00000286173,,,,,,,,,,,,,,,,,0,False
ENSG00000228927.10,TSPY3,,,,,,,,,,,,,,,,,2,False
ENSG00000290330.1,FAM197Y5,,,,,,,,,,,,,,,,,0,False
ENSG00000225516.8,FAM197Y5,,,,,,,,,,,,,,,,,0,False
ENSG00000258992.7,TSPY1,,,,,,,,,,,,,,,,,4,False
ENSG00000290373.1,FAM197Y4,,,,,,,,,,,,,,,,,0,False
ENSG00000274196.6,FAM197Y4,,,,,,,,,,,,,,,,,0,False
ENSG00000238074.6,TSPY9,,,,,,,,,,,,,,,,,1,False
ENSG00000290607.1,FAM197Y3,,,,,,,,,,,,,,,,,1,False
ENSG00000230066.7,FAM197Y3,,,,,,,,,,,,,,,,,0,False
ENSG00000293749.1,ENSG00000293749,,,,,,,,,,,,,,,,,0,False
ENSG00000270073.1,TSPY6P,,,,,,,,,,,,,,,,,0,False
ENSG00000290332.1,ENSG00000290332,,,,,,,,,,,,,,,,,0,False
ENSG00000234803.9,FAM197Y2,,,,,,,,,,,,,,,,,0,False
ENSG00000236424.7,TSPY10,,,,,,,,,,,,,,,,,1,False
ENSG00000224336.2,FAM197Y1,,,,,,,,,,,,,,,,,0,False
ENSG00000236786.1,TSPY15P,,,,,,,,,,,,,,,,,0,False
ENSG00000308528.1,ENSG00000308528,,,,,,,,,,,,,,,,,0,False
ENSG00000309329.1,ENSG00000309329,,,,,,,,,,,,,,,,,0,False
ENSG00000231436.1,RBMY3AP,,,,,,,,,,,,,,,,,0,False
ENSG00000234110.1,TSPY25P,,,,,,,,,,,,,,,,,0,False
